scientific name,English name,number of people seeing species
Asthenes harterti,Black-throated Thistletail,1
Asthenes helleri,Puna Thistletail,2
Asthenes ayacuchensis,Ayacucho Thistletail,0
Asthenes vilcabambae,Vilcabamba Thistletail,0
Asthenes pudibunda,Canyon Canastero,3
Asthenes ottonis,Rusty-fronted Canastero,2
Asthenes heterura,Maquis Canastero,0
Asthenes palpebralis,Eye-ringed Thistletail,0
Asthenes coryi,Ochre-browed Thistletail,1
Asthenes perijana,Perija Thistletail,0
Asthenes fuliginosa,White-chinned Thistletail,3
Asthenes griseomurina,Mouse-colored Thistletail,2
Acrobatornis fonsecai,Pink-legged Graveteiro,0
Metopothrix aurantiaca,Orange-fronted Plushcrown,2
Xenerpestes minlosi,Double-banded Graytail,0
Xenerpestes singularis,Equatorial Graytail,1
Siptornis striaticollis,Spectacled Prickletail,0
Roraimia adusta,Roraiman Barbtail,0
Thripophaga macroura,Striated Softtail,0
Thripophaga cherriei,Orinoco Softtail,0
Thripophaga amacurensis,Delta Amacuro Softtail,0
Thripophaga fusciceps,Plain Softtail,2
Thripophaga berlepschi,Russet-mantled Softtail,0
Limnoctites rectirostris,Straight-billed Reedhaunter,0
Cranioleuca marcapatae,Marcapata Spinetail,1
Cranioleuca albiceps,Light-crowned Spinetail,1
Cranioleuca vulpina,Rusty-backed Spinetail,0
Cranioleuca dissita,Coiba Spinetail,0
Cranioleuca vulpecula,Parker's Spinetail,2
Cranioleuca sulphurifera,Sulphur-throated Spinetail,1
Cranioleuca subcristata,Crested Spinetail,1
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,2
Cranioleuca henricae,Bolivian Spinetail,0
Cranioleuca obsoleta,Olive Spinetail,0
Cranioleuca pallida,Pallid Spinetail,1
Cranioleuca semicinerea,Gray-headed Spinetail,0
Cranioleuca albicapilla,Creamy-crested Spinetail,2
Cranioleuca erythrops,Red-faced Spinetail,18
Cranioleuca demissa,Tepui Spinetail,0
Cranioleuca hellmayri,Streak-capped Spinetail,2
Cranioleuca curtata,Ash-browed Spinetail,4
Cranioleuca antisiensis,Line-cheeked Spinetail,3
Cranioleuca gutturata,Speckled Spinetail,2
Cranioleuca muelleri,Scaled Spinetail,0
Pseudasthenes humicola,Dusky-tailed Canastero,1
Pseudasthenes patagonica,Patagonian Canastero,2
Pseudasthenes steinbachi,Steinbach's Canastero,1
Pseudasthenes cactorum,Cactus Canastero,0
Spartonoica maluroides,Bay-capped Wren-Spinetail,0
Pseudoseisura cristata,Caatinga Cacholote,0
Pseudoseisura unirufa,Rufous Cacholote,0
Pseudoseisura lophotes,Brown Cacholote,2
Pseudoseisura gutturalis,White-throated Cacholote,0
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,7
Certhiaxis mustelinus,Red-and-white Spinetail,0
Mazaria propinqua,White-bellied Spinetail,1
Schoeniophylax phryganophilus,Chotoy Spinetail,2
Synallaxis scutata,Ochre-cheeked Spinetail,1
Synallaxis cinerascens,Gray-bellied Spinetail,1
Synallaxis gujanensis,Plain-crowned Spinetail,3
Synallaxis albilora,White-lored Spinetail,0
Synallaxis maranonica,Marañon Spinetail,1
Synallaxis hypochondriaca,Great Spinetail,0
Synallaxis stictothorax,Necklaced Spinetail,2
Synallaxis zimmeri,Russet-bellied Spinetail,0
Synallaxis brachyura,Slaty Spinetail,12
Synallaxis subpudica,Silvery-throated Spinetail,1
Synallaxis hellmayri,Red-shouldered Spinetail,0
Synallaxis ruficapilla,Rufous-capped Spinetail,1
Synallaxis cinerea,Bahia Spinetail,0
Synallaxis infuscata,Pinto's Spinetail,0
Synallaxis moesta,Dusky Spinetail,1
Synallaxis macconnelli,McConnell's Spinetail,0
Synallaxis cabanisi,Cabanis's Spinetail,1
Synallaxis hypospodia,Cinereous-breasted Spinetail,0
Synallaxis spixi,Spix's Spinetail,1
Synallaxis albigularis,Dark-breasted Spinetail,3
Synallaxis beverlyae,Rio Orinoco Spinetail,0
Synallaxis albescens,Pale-breasted Spinetail,9
Synallaxis frontalis,Sooty-fronted Spinetail,2
Synallaxis azarae,Azara's Spinetail,8
Synallaxis courseni,Apurimac Spinetail,1
Synallaxis kollari,Hoary-throated Spinetail,0
Synallaxis erythrothorax,Rufous-breasted Spinetail,4
Synallaxis candei,White-whiskered Spinetail,1
Synallaxis tithys,Blackish-headed Spinetail,1
Synallaxis fuscorufa,Rusty-headed Spinetail,2
Synallaxis unirufa,Rufous Spinetail,5
Synallaxis castanea,Black-throated Spinetail,0
Synallaxis cinnamomea,Stripe-breasted Spinetail,3
Synallaxis rutilans,Ruddy Spinetail,2
Synallaxis cherriei,Chestnut-throated Spinetail,1
Ornithion semiflavum,Yellow-bellied Tyrannulet,7
Ornithion brunneicapillus,Brown-capped Tyrannulet,12
Ornithion inerme,White-lored Tyrannulet,2
Camptostoma imberbe,Northern Beardless-Tyrannulet,32
Camptostoma obsoletum,Southern Beardless-Tyrannulet,19
Suiriri suiriri,Suiriri Flycatcher,0
Suiriri affinis,Chapada Flycatcher,0
Mecocerculus poecilocercus,White-tailed Tyrannulet,5
Mecocerculus hellmayri,Buff-banded Tyrannulet,1
Mecocerculus stictopterus,White-banded Tyrannulet,5
Mecocerculus leucophrys,White-throated Tyrannulet,9
Mecocerculus calopterus,Rufous-winged Tyrannulet,0
Mecocerculus minor,Sulphur-bellied Tyrannulet,4
Anairetes nigrocristatus,Black-crested Tit-Tyrant,1
Anairetes reguloides,Pied-crested Tit-Tyrant,1
Anairetes alpinus,Ash-breasted Tit-Tyrant,1
Anairetes flavirostris,Yellow-billed Tit-Tyrant,5
Anairetes parulus,Tufted Tit-Tyrant,7
Anairetes fernandezianus,Juan Fernandez Tit-Tyrant,0
Uromyias agilis,Agile Tit-Tyrant,2
Uromyias agraphia,Unstreaked Tit-Tyrant,1
Phaeomyias murina,Mouse-colored Tyrannulet,7
Nesotriccus ridgwayi,Cocos Flycatcher,0
Capsiempis flaveola,Yellow Tyrannulet,13
Polystictus pectoralis,Bearded Tachuri,0
Polystictus superciliaris,Gray-backed Tachuri,1
Pseudocolopteryx sclateri,Crested Doradito,0
Pseudocolopteryx acutipennis,Subtropical Doradito,1
Pseudocolopteryx dinelliana,Dinelli's Doradito,0
Pseudocolopteryx flaviventris,Warbling Doradito,2
Pseudocolopteryx citreola,Ticking Doradito,0
Tyrannulus elatus,Yellow-crowned Tyrannulet,15
Myiopagis gaimardii,Forest Elaenia,15
Myiopagis caniceps,Gray Elaenia,5
Myiopagis olallai,Foothill Elaenia,1
Myiopagis subplacens,Pacific Elaenia,3
Myiopagis flavivertex,Yellow-crowned Elaenia,0
Myiopagis cotta,Jamaican Elaenia,1
Myiopagis viridicata,Greenish Elaenia,14
Elaenia martinica,Caribbean Elaenia,7
Elaenia flavogaster,Yellow-bellied Elaenia,24
Elaenia spectabilis,Large Elaenia,4
Elaenia ridleyana,Noronha Elaenia,0
Elaenia albiceps,White-crested Elaenia,8
Elaenia parvirostris,Small-billed Elaenia,2
Elaenia mesoleuca,Olivaceous Elaenia,1
Elaenia strepera,Slaty Elaenia,0
Elaenia gigas,Mottle-backed Elaenia,2
Elaenia pelzelni,Brownish Elaenia,0
Elaenia cristata,Plain-crested Elaenia,1
Elaenia chiriquensis,Lesser Elaenia,12
Elaenia brachyptera,Coopmans's Elaenia,0
Elaenia ruficeps,Rufous-crowned Elaenia,0
Elaenia frantzii,Mountain Elaenia,21
Elaenia fallax,Greater Antillean Elaenia,2
Elaenia obscura,Highland Elaenia,4
Elaenia dayi,Great Elaenia,0
Elaenia pallatangae,Sierran Elaenia,4
Serpophaga cinerea,Torrent Tyrannulet,16
Serpophaga hypoleuca,River Tyrannulet,2
Serpophaga nigricans,Sooty Tyrannulet,3
Serpophaga subcristata,White-crested Tyrannulet,3
Serpophaga munda,White-bellied Tyrannulet,1
Serpophaga griseicapilla,Straneck's Tyrannulet,0
Mionectes striaticollis,Streak-necked Flycatcher,6
Mionectes olivaceus,Olive-striped Flycatcher,15
Mionectes oleagineus,Ochre-bellied Flycatcher,24
Mionectes macconnelli,McConnell's Flycatcher,2
Mionectes rufiventris,Gray-hooded Flycatcher,0
Leptopogon amaurocephalus,Sepia-capped Flycatcher,10
Leptopogon superciliaris,Slaty-capped Flycatcher,12
Leptopogon rufipectus,Rufous-breasted Flycatcher,4
Leptopogon taczanowskii,Inca Flycatcher,2
Phylloscartes poecilotis,Variegated Bristle-Tyrant,3
Phylloscartes chapmani,Chapman's Bristle-Tyrant,0
Phylloscartes ophthalmicus,Marble-faced Bristle-Tyrant,5
Phylloscartes venezuelanus,Venezuelan Bristle-Tyrant,0
Phylloscartes lanyoni,Antioquia Bristle-Tyrant,0
Phylloscartes orbitalis,Spectacled Bristle-Tyrant,0
Phylloscartes eximius,Southern Bristle-Tyrant,1
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,4
Phylloscartes kronei,Restinga Tyrannulet,0
Phylloscartes beckeri,Bahia Tyrannulet,0
Phylloscartes flavovirens,Yellow-green Tyrannulet,2
Phylloscartes virescens,Olive-green Tyrannulet,0
Phylloscartes gualaquizae,Ecuadorian Tyrannulet,3
Phylloscartes nigrifrons,Black-fronted Tyrannulet,0
Phylloscartes superciliaris,Rufous-browed Tyrannulet,1
Phylloscartes ceciliae,Alagoas Tyrannulet,0
Phylloscartes flaviventris,Rufous-lored Tyrannulet,0
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,0
Phylloscartes roquettei,Minas Gerais Tyrannulet,0
Phylloscartes paulista,Sao Paulo Tyrannulet,0
Phylloscartes oustaleti,Oustalet's Tyrannulet,1
Phylloscartes difficilis,Serra do Mar Tyrannulet,0
Phylloscartes sylviolus,Bay-ringed Tyrannulet,0
Phyllomyias burmeisteri,Rough-legged Tyrannulet,4
Phyllomyias virescens,Greenish Tyrannulet,0
Phyllomyias reiseri,Reiser's Tyrannulet,0
Phyllomyias urichi,Urich's Tyrannulet,0
Phyllomyias sclateri,Sclater's Tyrannulet,2
Phyllomyias fasciatus,Planalto Tyrannulet,1
Phyllomyias weedeni,Yungas Tyrannulet,0
Phyllomyias griseiceps,Sooty-headed Tyrannulet,4
Phyllomyias nigrocapillus,Black-capped Tyrannulet,4
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,4
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,4
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,1
Phyllomyias griseocapilla,Gray-capped Tyrannulet,0
Zimmerius cinereicapilla,Red-billed Tyrannulet,0
Zimmerius villarejoi,Mishana Tyrannulet,1
Zimmerius chicomendesi,Chico's Tyrannulet,0
Zimmerius acer,Guianan Tyrannulet,1
Zimmerius vilissimus,Guatemalan Tyrannulet,4
Zimmerius parvus,Mistletoe Tyrannulet,22
Zimmerius albigularis,Choco Tyrannulet,3
Zimmerius improbus,Spectacled Tyrannulet,2
Zimmerius chrysops,Golden-faced Tyrannulet,6
Zimmerius viridiflavus,Peruvian Tyrannulet,1
Zimmerius bolivianus,Bolivian Tyrannulet,2
Zimmerius petersi,Venezuelan Tyrannulet,0
Zimmerius gracilipes,Slender-footed Tyrannulet,3
Sublegatus arenarum,Northern Scrub-Flycatcher,6
Sublegatus obscurior,Amazonian Scrub-Flycatcher,0
Sublegatus modestus,Southern Scrub-Flycatcher,1
Inezia tenuirostris,Slender-billed Tyrannulet,1
Inezia inornata,Plain Tyrannulet,1
Inezia subflava,Amazonian Tyrannulet,0
Inezia caudata,Pale-tipped Tyrannulet,2
Myiotriccus ornatus,Ornate Flycatcher,5
Tachuris rubrigastra,Many-colored Rush Tyrant,5
Culicivora caudacuta,Sharp-tailed Tyrant,0
Pseudotriccus pelzelni,Bronze-olive Pygmy-Tyrant,3
Pseudotriccus simplex,Hazel-fronted Pygmy-Tyrant,0
Pseudotriccus ruficeps,Rufous-headed Pygmy-Tyrant,4
Corythopis torquatus,Ringed Antpipit,3
Corythopis delalandi,Southern Antpipit,1
Euscarthmus meloryphus,Tawny-crowned Pygmy-Tyrant,3
Euscarthmus rufomarginatus,Rufous-sided Pygmy-Tyrant,0
Pseudelaenia leucospodia,Gray-and-white Tyrannulet,2
Stigmatura napensis,Lesser Wagtail-Tyrant,0
Stigmatura budytoides,Greater Wagtail-Tyrant,1
Myiornis auricularis,Eared Pygmy-Tyrant,1
Myiornis albiventris,White-bellied Pygmy-Tyrant,0
Myiornis atricapillus,Black-capped Pygmy-Tyrant,13
Myiornis ecaudatus,Short-tailed Pygmy-Tyrant,2
Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,16
Lophotriccus vitiosus,Double-banded Pygmy-Tyrant,1
Lophotriccus eulophotes,Long-crested Pygmy-Tyrant,2
Lophotriccus galeatus,Helmeted Pygmy-Tyrant,2
Atalotriccus pilaris,Pale-eyed Pygmy-Tyrant,2
Oncostoma cinereigulare,Northern Bentbill,17
Oncostoma olivaceum,Southern Bentbill,12
Hemitriccus minor,Snethlage's Tody-Tyrant,0
Hemitriccus spodiops,Yungas Tody-Tyrant,0
Hemitriccus cohnhafti,Acre Tody-Tyrant,0
Hemitriccus flammulatus,Flammulated Pygmy-Tyrant,1
Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0
Hemitriccus obsoletus,Brown-breasted Pygmy-Tyrant,0
Hemitriccus josephinae,Boat-billed Tody-Tyrant,0
Hemitriccus zosterops,White-eyed Tody-Tyrant,0
Hemitriccus griseipectus,White-bellied Tody-Tyrant,3
Hemitriccus orbitatus,Eye-ringed Tody-Tyrant,1
Hemitriccus iohannis,Johannes's Tody-Tyrant,2
Hemitriccus striaticollis,Stripe-necked Tody-Tyrant,0
Hemitriccus nidipendulus,Hangnest Tody-Tyrant,1
Hemitriccus margaritaceiventer,Pearly-vented Tody-Tyrant,4
Hemitriccus inornatus,Pelzeln's Tody-Tyrant,0
Hemitriccus minimus,Zimmer's Tody-Tyrant,0
Hemitriccus granadensis,Black-throated Tody-Tyrant,3
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-Tyrant,1
Hemitriccus mirandae,Buff-breasted Tody-Tyrant,0
Hemitriccus kaempferi,Kaempfer's Tody-Tyrant,0
Hemitriccus rufigularis,Buff-throated Tody-Tyrant,1
Hemitriccus furcatus,Fork-tailed Pygmy-Tyrant,0
Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,4
Poecilotriccus luluae,Johnson's Tody-Flycatcher,1
Poecilotriccus albifacies,White-cheeked Tody-Flycatcher,1
Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,1
Poecilotriccus senex,Buff-cheeked Tody-Flycatcher,0
Poecilotriccus russatus,Ruddy Tody-Flycatcher,0
Poecilotriccus plumbeiceps,Ochre-faced Tody-Flycatcher,4
Poecilotriccus fumifrons,Smoky-fronted Tody-Flycatcher,0
Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,2
Poecilotriccus sylvia,Slate-headed Tody-Flycatcher,12
Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,1
Poecilotriccus pulchellus,Black-backed Tody-Flycatcher,0
Taeniotriccus andrei,Black-chested Tyrant,0
Todirostrum maculatum,Spotted Tody-Flycatcher,4
Todirostrum poliocephalum,Gray-headed Tody-Flycatcher,1
Todirostrum cinereum,Common Tody-Flycatcher,29
Todirostrum viridanum,Maracaibo Tody-Flycatcher,0
Todirostrum nigriceps,Black-headed Tody-Flycatcher,14
Todirostrum pictum,Painted Tody-Flycatcher,1
Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher,6
Cnipodectes subbrunneus,Brownish Twistwing,4
Cnipodectes superrufus,Rufous Twistwing,0
Rhynchocyclus brevirostris,Eye-ringed Flatbill,12
Rhynchocyclus olivaceus,Olivaceous Flatbill,11
Rhynchocyclus pacificus,Pacific Flatbill,2
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,2
Tolmomyias sulphurescens,Yellow-olive Flycatcher,23
Tolmomyias traylori,Orange-eyed Flycatcher,1
Tolmomyias assimilis,Yellow-margined Flycatcher,17
Tolmomyias poliocephalus,Gray-crowned Flycatcher,4
Tolmomyias flaviventris,Yellow-breasted Flycatcher,7
Neopipo cinnamomea,Cinnamon Manakin-Tyrant,1
Calyptura cristata,Kinglet Calyptura,0
Platyrinchus saturatus,Cinnamon-crested Spadebill,0
Platyrinchus cancrominus,Stub-tailed Spadebill,6
Platyrinchus mystaceus,White-throated Spadebill,8
Platyrinchus coronatus,Golden-crowned Spadebill,12
Platyrinchus flavigularis,Yellow-throated Spadebill,0
Platyrinchus platyrhynchos,White-crested Spadebill,3
Platyrinchus leucoryphus,Russet-winged Spadebill,0
Onychorhynchus coronatus,Royal Flycatcher,12
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,18
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,8
Hirundinea ferruginea,Cliff Flycatcher,9
Nephelomyias pulcher,Handsome Flycatcher,3
Nephelomyias lintoni,Orange-banded Flycatcher,2
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,1
Myiobius villosus,Tawny-breasted Flycatcher,1
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,13
Myiobius barbatus,Whiskered Flycatcher,2
Myiobius atricaudus,Black-tailed Flycatcher,8
Myiophobus flavicans,Flavescent Flycatcher,4
Myiophobus phoenicomitra,Orange-crested Flycatcher,1
Myiophobus inornatus,Unadorned Flycatcher,0
Myiophobus roraimae,Roraiman Flycatcher,0
Myiophobus cryptoxanthus,Olive-chested Flycatcher,2
Myiophobus fasciatus,Bran-colored Flycatcher,8
Lathrotriccus euleri,Euler's Flycatcher,6
Lathrotriccus griseipectus,Gray-breasted Flycatcher,0
Aphanotriccus capitalis,Tawny-chested Flycatcher,0
Aphanotriccus audax,Black-billed Flycatcher,0
Xenotriccus callizonus,Belted Flycatcher,3
Xenotriccus mexicanus,Pileated Flycatcher,1
Mitrephanes phaeocercus,Tufted Flycatcher,25
Mitrephanes olivaceus,Olive Flycatcher,0
Contopus cooperi,Olive-sided Flycatcher,51
Contopus pertinax,Greater Pewee,26
Contopus lugubris,Dark Pewee,11
Contopus fumigatus,Smoke-colored Pewee,6
Contopus ochraceus,Ochraceous Pewee,2
Contopus sordidulus,Western Wood-Pewee,46
Contopus virens,Eastern Wood-Pewee,56
Contopus cinereus,Tropical Pewee,26
Contopus caribaeus,Cuban Pewee,8
Contopus pallidus,Jamaican Pewee,1
Contopus hispaniolensis,Hispaniolan Pewee,1
Contopus latirostris,Lesser Antillean Pewee,4
Contopus albogularis,White-throated Pewee,0
Contopus nigrescens,Blackish Pewee,1
Cnemotriccus fuscatus,Fuscous Flycatcher,3
Empidonax flaviventris,Yellow-bellied Flycatcher,46
Empidonax virescens,Acadian Flycatcher,46
Empidonax alnorum,Alder Flycatcher,46
Empidonax traillii,Willow Flycatcher,52
Empidonax albigularis,White-throated Flycatcher,6
Empidonax minimus,Least Flycatcher,53
Empidonax hammondii,Hammond's Flycatcher,40
Empidonax wrightii,Gray Flycatcher,31
Empidonax oberholseri,Dusky Flycatcher,36
Empidonax affinis,Pine Flycatcher,2
Empidonax difficilis,Pacific-slope Flycatcher,44
Empidonax occidentalis,Cordilleran Flycatcher,38
Empidonax flavescens,Yellowish Flycatcher,20
Empidonax fulvifrons,Buff-breasted Flycatcher,22
Empidonax atriceps,Black-capped Flycatcher,10
Sayornis nigricans,Black Phoebe,49
Sayornis phoebe,Eastern Phoebe,56
Sayornis saya,Say's Phoebe,44
Pyrocephalus rubinus,Vermilion Flycatcher,46
Lessonia rufa,Austral Negrito,4
Lessonia oreas,Andean Negrito,4
Knipolegus orenocensis,Riverside Tyrant,0
Knipolegus poecilurus,Rufous-tailed Tyrant,2
Knipolegus poecilocercus,Amazonian Black-Tyrant,0
Knipolegus franciscanus,Caatinga Black-Tyrant,0
Knipolegus lophotes,Crested Black-Tyrant,1
Knipolegus nigerrimus,Velvety Black-Tyrant,1
Knipolegus signatus,Jelski's Black-Tyrant,0
Knipolegus cabanisi,Plumbeous Black-Tyrant,0
Knipolegus cyanirostris,Blue-billed Black-Tyrant,0
Knipolegus striaticeps,Cinereous Tyrant,0
Knipolegus aterrimus,White-winged Black-Tyrant,3
Knipolegus hudsoni,Hudson's Black-Tyrant,0
Hymenops perspicillatus,Spectacled Tyrant,3
Ochthornis littoralis,Drab Water Tyrant,7
Satrapa icterophrys,Yellow-browed Tyrant,3
Muscisaxicola fluviatilis,Little Ground-Tyrant,2
Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,5
Muscisaxicola griseus,Taczanowski's Ground-Tyrant,1
Muscisaxicola juninensis,Puna Ground-Tyrant,3
Muscisaxicola cinereus,Cinereous Ground-Tyrant,2
Muscisaxicola albifrons,White-fronted Ground-Tyrant,3
Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,2
Muscisaxicola rufivertex,Rufous-naped Ground-Tyrant,4
Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,4
Muscisaxicola albilora,White-browed Ground-Tyrant,4
Muscisaxicola alpinus,Plain-capped Ground-Tyrant,4
Muscisaxicola capistratus,Cinnamon-bellied Ground-Tyrant,1
Muscisaxicola frontalis,Black-fronted Ground-Tyrant,0
Agriornis montanus,Black-billed Shrike-Tyrant,7
Agriornis albicauda,White-tailed Shrike-Tyrant,2
Agriornis lividus,Great Shrike-Tyrant,1
Agriornis micropterus,Gray-bellied Shrike-Tyrant,1
Agriornis murinus,Lesser Shrike-Tyrant,2
Xolmis pyrope,Fire-eyed Diucon,4
Xolmis cinereus,Gray Monjita,1
Xolmis coronatus,Black-crowned Monjita,1
Xolmis velatus,White-rumped Monjita,1
Xolmis irupero,White Monjita,2
Xolmis salinarum,Salinas Monjita,0
Xolmis rubetra,Rusty-backed Monjita,0
Xolmis dominicanus,Black-and-white Monjita,1
Myiotheretes striaticollis,Streak-throated Bush-Tyrant,9
Myiotheretes pernix,Santa Marta Bush-Tyrant,1
Myiotheretes fumigatus,Smoky Bush-Tyrant,5
Myiotheretes fuscorufus,Rufous-bellied Bush-Tyrant,2
Cnemarchus erythropygius,Red-rumped Bush-Tyrant,2
Polioxolmis rufipennis,Rufous-webbed Bush-Tyrant,2
Neoxolmis rufiventris,Chocolate-vented Tyrant,3
Gubernetes yetapa,Streamer-tailed Tyrant,1
Muscipipra vetula,Shear-tailed Gray Tyrant,0
Fluvicola pica,Pied Water-Tyrant,9
Fluvicola albiventer,Black-backed Water-Tyrant,1
Fluvicola nengeta,Masked Water-Tyrant,8
Arundinicola leucocephala,White-headed Marsh Tyrant,7
Alectrurus tricolor,Cock-tailed Tyrant,0
Alectrurus risora,Strange-tailed Tyrant,1
Tumbezia salvini,Tumbes Tyrant,2
Ochthoeca frontalis,Crowned Chat-Tyrant,6
Ochthoeca jelskii,Jelski's Chat-Tyrant,1
Ochthoeca pulchella,Golden-browed Chat-Tyrant,0
Ochthoeca diadema,Yellow-bellied Chat-Tyrant,7
Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,6
Ochthoeca rufipectoralis,Rufous-breasted Chat-Tyrant,6
Ochthoeca fumicolor,Brown-backed Chat-Tyrant,7
Ochthoeca oenanthoides,d'Orbigny's Chat-Tyrant,3
Ochthoeca piurae,Piura Chat-Tyrant,0
Ochthoeca leucophrys,White-browed Chat-Tyrant,4
Colorhamphus parvirostris,Patagonian Tyrant,2
Colonia colonus,Long-tailed Tyrant,16
Muscigralla brevicauda,Short-tailed Field Tyrant,2
Machetornis rixosa,Cattle Tyrant,11
Ramphotrigon megacephalum,Large-headed Flatbill,2
Ramphotrigon ruficauda,Rufous-tailed Flatbill,3
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,2
Attila phoenicurus,Rufous-tailed Attila,0
Attila cinnamomeus,Cinnamon Attila,5
